1, 49.24
2, 62.66
3, 69.34
4, 69.98
5, 73.12
6, 72.16
7, 58.59
8, 55.35
9, 66.77
10, 71.52
11, 58.53
12, 69.16
13, 68.13
14, 58.46
15, 64.32
16, 69.74
17, 70.06
18, 67.22
19, 69.3
20, 70.06
21, 68.44
22, 70.36
23, 53.43
24, 74.67
25, 75.4
26, 70.83
27, 70.09
28, 73.42
29, 72.52
30, 71.56
